Timestamp,Rede,Token,Cotação USD,Cotação BRL,Preço do Gas (em gwei)
2026-01-29T07:00:12.677Z,Polygon,polygon-ecosystem-token,0.1171,0.6086,599.0650111720
2026-01-29T07:15:10.362Z,Ethereum,ethereum,2952.8100,15345.1600,0.0371224010
2026-01-29T07:15:11.776Z,BNB Chain,binancecoin,901.2200,4683.4700,0.0500000000
2026-01-29T07:15:12.385Z,Polygon,polygon-ecosystem-token,0.1176,0.6111,622.9388638480
2026-01-29T07:30:11.046Z,Ethereum,ethereum,2952.5700,15343.9100,0.0381913570
2026-01-29T07:30:12.490Z,BNB Chain,binancecoin,903.7200,4696.4400,0.0500000000
2026-01-29T07:30:12.999Z,Polygon,polygon-ecosystem-token,0.1176,0.6110,929.7826757910
2026-01-29T07:45:10.949Z,Ethereum,ethereum,2955.5400,15368.1900,0.0373155470
2026-01-29T07:45:12.497Z,BNB Chain,binancecoin,903.4900,4697.9600,0.0500000000
2026-01-29T07:45:13.107Z,Polygon,polygon-ecosystem-token,0.1174,0.6106,479.7874623100
2026-01-29T08:00:11.090Z,Ethereum,ethereum,2957.4900,15381.0100,0.0572929270
2026-01-29T08:00:12.674Z,BNB Chain,binancecoin,903.7200,4699.9800,0.0500000000
2026-01-29T08:00:14.510Z,Polygon,polygon-ecosystem-token,0.1175,0.6109,830.2360442540
2026-01-29T08:15:10.371Z,Ethereum,ethereum,2944.7100,15316.0200,0.0465779160
2026-01-29T08:15:11.931Z,BNB Chain,binancecoin,902.3000,4693.0700,0.0500000000
2026-01-29T08:15:12.438Z,Polygon,polygon-ecosystem-token,0.1170,0.6087,414.3191370990
2026-01-29T08:30:11.617Z,Ethereum,ethereum,2957.3800,15377.5000,0.0626650200
2026-01-29T08:30:13.165Z,BNB Chain,binancecoin,903.0900,4695.8200,0.0500000000
2026-01-29T08:30:13.671Z,Polygon,polygon-ecosystem-token,0.1170,0.6085,523.5198369860
2026-01-29T08:45:11.432Z,Ethereum,ethereum,2949.4700,15339.0300,0.0708045590
2026-01-29T08:45:13.795Z,BNB Chain,binancecoin,902.8700,4695.4500,0.0500000000
2026-01-29T08:45:14.306Z,Polygon,polygon-ecosystem-token,0.1168,0.6074,383.4542358650
2026-01-29T09:00:11.035Z,Ethereum,ethereum,2948.1900,15331.7500,0.0642874820
2026-01-29T09:00:12.782Z,BNB Chain,binancecoin,902.4700,4693.2100,0.0500000000
2026-01-29T09:00:13.393Z,Polygon,polygon-ecosystem-token,0.1166,0.6064,655.9088610680
2026-01-29T09:15:12.532Z,Ethereum,ethereum,2943.6100,15308.2500,0.0521934730
2026-01-29T09:15:14.730Z,BNB Chain,binancecoin,901.9700,4690.7100,0.0500000000
2026-01-29T09:15:15.816Z,Polygon,polygon-ecosystem-token,0.1167,0.6067,584.8514374130
2026-01-29T09:30:10.947Z,Ethereum,ethereum,2945.1800,15316.3900,0.0543655450
2026-01-29T09:30:12.632Z,BNB Chain,binancecoin,903.3800,4698.0200,0.0500000000
2026-01-29T09:30:13.136Z,Polygon,polygon-ecosystem-token,0.1166,0.6061,653.6053682700
2026-01-29T09:45:10.898Z,Ethereum,ethereum,2944.9400,15314.3000,0.0924528700
2026-01-29T09:45:12.442Z,BNB Chain,binancecoin,903.2300,4696.9800,0.0500000000
2026-01-29T09:45:12.952Z,Polygon,polygon-ecosystem-token,0.1166,0.6064,695.1507427520
2026-01-29T10:00:11.110Z,Ethereum,ethereum,2940.2900,15288.6300,0.0612465830
2026-01-29T10:00:12.555Z,BNB Chain,binancecoin,903.9700,4700.3900,0.0500000000
2026-01-29T10:00:14.291Z,Polygon,polygon-ecosystem-token,0.1166,0.6061,320.3218586220
2026-01-29T10:15:11.339Z,Ethereum,ethereum,2940.5900,15292.8300,0.0601726060
2026-01-29T10:15:13.080Z,BNB Chain,binancecoin,896.8800,4664.3200,0.0500000000
2026-01-29T10:15:13.589Z,Polygon,polygon-ecosystem-token,0.1168,0.6073,501.3702391430
2026-01-29T10:30:10.731Z,Ethereum,ethereum,2942.9100,15306.3500,0.0515883150
2026-01-29T10:30:12.479Z,BNB Chain,binancecoin,896.4100,4662.3200,0.0500000000
2026-01-29T10:30:13.092Z,Polygon,polygon-ecosystem-token,0.1168,0.6077,587.7370603980
2026-01-29T10:45:10.626Z,Ethereum,ethereum,2941.7300,15297.0100,0.0583491330
2026-01-29T10:45:12.173Z,BNB Chain,binancecoin,894.8500,4653.2400,0.0500000000
2026-01-29T10:45:12.784Z,Polygon,polygon-ecosystem-token,0.1168,0.6072,356.3710421190
2026-01-29T11:00:11.203Z,Ethereum,ethereum,2940.0700,15286.8900,0.0579982650
2026-01-29T11:00:13.466Z,BNB Chain,binancecoin,894.0100,4648.4000,0.0500000000
2026-01-29T11:00:14.079Z,Polygon,polygon-ecosystem-token,0.1167,0.6066,579.6512408000
2026-01-29T11:15:11.189Z,Ethereum,ethereum,2935.9100,15267.9100,0.0581349060
2026-01-29T11:15:17.238Z,BNB Chain,binancecoin,894.5300,4651.9000,0.0500000000
2026-01-29T11:15:18.056Z,Polygon,polygon-ecosystem-token,0.1167,0.6070,444.6242789050
2026-01-29T11:30:11.119Z,Ethereum,ethereum,2921.0900,15190.2300,0.0882353240
2026-01-29T11:30:12.448Z,BNB Chain,binancecoin,892.1300,4639.2700,0.0500000000
2026-01-29T11:30:13.076Z,Polygon,polygon-ecosystem-token,0.1162,0.6041,375.2266155010
2026-01-29T11:45:11.785Z,Ethereum,ethereum,2925.2800,15210.5700,0.0657868040
2026-01-29T11:45:13.801Z,BNB Chain,binancecoin,892.9400,4643.0000,0.0500000000
2026-01-29T11:45:14.410Z,Polygon,polygon-ecosystem-token,0.1161,0.6036,489.7412865370
2026-01-29T12:00:18.415Z,Ethereum,ethereum,2926.0000,15215.5100,0.0535827780
2026-01-29T12:00:21.396Z,BNB Chain,binancecoin,893.1500,4644.4800,0.0500000000
2026-01-29T12:00:22.114Z,Polygon,polygon-ecosystem-token,0.1158,0.6021,1196.2422877780
2026-01-29T12:15:10.650Z,Ethereum,ethereum,2928.2700,15219.1300,0.1500880890
2026-01-29T12:15:13.009Z,BNB Chain,binancecoin,891.0700,4631.1700,0.0500000000
2026-01-29T12:15:13.622Z,Polygon,polygon-ecosystem-token,0.1158,0.6018,711.3247878080
2026-01-29T12:30:10.426Z,Ethereum,ethereum,2926.9400,15205.4800,0.0732185740
2026-01-29T12:30:13.403Z,BNB Chain,binancecoin,889.1600,4619.1900,0.0500000000
2026-01-29T12:30:14.118Z,Polygon,polygon-ecosystem-token,0.1161,0.6029,872.8702157510
2026-01-29T12:45:10.395Z,Ethereum,ethereum,2927.6300,15208.7500,0.1323820460
2026-01-29T12:45:12.554Z,BNB Chain,binancecoin,889.2300,4619.4400,0.0500000000
2026-01-29T12:45:13.268Z,Polygon,polygon-ecosystem-token,0.1156,0.6007,624.3017239720
2026-01-29T13:00:57.330Z,Ethereum,ethereum,2931.1200,15241.5300,0.1806424000
2026-01-29T13:00:59.654Z,BNB Chain,binancecoin,889.4600,4625.1000,0.0500000000
2026-01-29T13:01:00.368Z,Polygon,polygon-ecosystem-token,0.1152,0.5993,483.4401008250
2026-01-29T13:15:10.723Z,BNB Chain,binancecoin,889.4500,4610.4900,0.0500000000
2026-01-29T13:15:13.698Z,Polygon,polygon-ecosystem-token,0.1160,0.6012,696.0982420930
2026-01-29T13:30:25.129Z,BNB Chain,binancecoin,890.0300,4615.1400,0.0500000000
2026-01-29T13:30:27.843Z,Polygon,polygon-ecosystem-token,0.1163,0.6031,853.8900556120
2026-01-29T13:46:18.129Z,BNB Chain,binancecoin,890.1700,4618.0100,0.0500000000
2026-01-29T13:46:20.598Z,Polygon,polygon-ecosystem-token,0.1163,0.6038,475.1330082960
2026-01-29T14:01:16.603Z,BNB Chain,binancecoin,889.0500,4610.9000,0.0500000000
2026-01-29T14:01:19.893Z,Polygon,polygon-ecosystem-token,0.1164,0.6039,859.7493495040
2026-01-29T14:16:37.661Z,BNB Chain,binancecoin,888.4400,4598.2200,0.0500000000
2026-01-29T14:16:40.067Z,Polygon,polygon-ecosystem-token,0.1168,0.6043,727.6232036650
2026-01-29T14:30:10.925Z,BNB Chain,binancecoin,888.0700,4599.4800,0.0500000000
2026-01-29T14:30:13.328Z,Polygon,polygon-ecosystem-token,0.1168,0.6049,661.6944620040
2026-01-29T14:46:28.393Z,Ethereum,ethereum,2904.3500,15033.2200,0.5508289480
2026-01-29T14:46:30.570Z,BNB Chain,binancecoin,884.5900,4578.7300,0.0500000000
2026-01-29T14:46:31.246Z,Polygon,polygon-ecosystem-token,0.1159,0.5989,1201.5597312120
2026-01-29T15:02:43.624Z,BNB Chain,binancecoin,878.4000,4548.0300,0.0500000000
2026-01-29T15:02:46.298Z,Polygon,polygon-ecosystem-token,0.1147,0.5939,810.9212480630
2026-01-29T15:16:07.918Z,BNB Chain,binancecoin,866.9900,4514.8500,0.0500000000
2026-01-29T15:16:10.860Z,Polygon,polygon-ecosystem-token,0.1124,0.5852,230.2819601500
2026-01-29T15:30:46.441Z,BNB Chain,binancecoin,866.9000,4538.5700,0.0500000000
2026-01-29T15:30:48.643Z,Polygon,polygon-ecosystem-token,0.1119,0.5857,392.8769588920
2026-01-29T15:45:10.471Z,BNB Chain,binancecoin,856.7800,4480.9700,0.0500000000
2026-01-29T15:45:12.703Z,Polygon,polygon-ecosystem-token,0.1115,0.5834,1405.1580999410
2026-01-29T16:02:05.523Z,BNB Chain,binancecoin,863.0500,4535.5200,0.0500000000
2026-01-29T16:02:07.685Z,Polygon,polygon-ecosystem-token,0.1118,0.5876,633.5459766090
2026-01-29T16:16:41.453Z,BNB Chain,binancecoin,856.6200,4475.5800,0.0500000000
2026-01-29T16:16:43.729Z,Polygon,polygon-ecosystem-token,0.1113,0.5815,813.4339899190
2026-01-29T16:31:07.867Z,Ethereum,ethereum,2805.8800,14650.6400,1.9142068240
2026-01-29T16:31:10.339Z,BNB Chain,binancecoin,858.4900,4482.5300,0.0500000000
2026-01-29T16:31:11.049Z,Polygon,polygon-ecosystem-token,0.1114,0.5814,794.6175745240
2026-01-29T16:45:46.570Z,BNB Chain,binancecoin,860.0200,4486.1200,0.0500000000
2026-01-29T16:45:50.356Z,Polygon,polygon-ecosystem-token,0.1115,0.5814,503.1183711220
2026-01-29T17:00:10.432Z,BNB Chain,binancecoin,863.9200,4500.8500,0.0500000000
2026-01-29T17:00:13.922Z,Polygon,polygon-ecosystem-token,0.1121,0.5839,571.5053903110
2026-01-29T17:15:11.415Z,BNB Chain,binancecoin,866.3900,4509.9700,0.0500000000
2026-01-29T17:15:13.854Z,Polygon,polygon-ecosystem-token,0.1127,0.5869,525.9321871120
2026-01-29T17:32:28.410Z,Ethereum,ethereum,2840.6200,14784.8600,0.9291795000
2026-01-29T17:32:31.085Z,BNB Chain,binancecoin,866.8900,4511.9700,0.0500000000
2026-01-29T17:32:31.796Z,Polygon,polygon-ecosystem-token,0.1125,0.5855,613.1439499660
2026-01-29T17:45:49.925Z,BNB Chain,binancecoin,864.1500,4494.3400,0.0500000000
2026-01-29T17:45:52.293Z,Polygon,polygon-ecosystem-token,0.1119,0.5817,515.4652616890
2026-01-29T18:02:21.531Z,BNB Chain,binancecoin,862.3000,4493.2100,0.0500000000
2026-01-29T18:02:24.005Z,Polygon,polygon-ecosystem-token,0.1112,0.5797,562.8914374980
2026-01-29T18:15:27.349Z,BNB Chain,binancecoin,865.5600,4505.3900,0.0500000000
2026-01-29T18:15:29.919Z,Polygon,polygon-ecosystem-token,0.1112,0.5789,456.4995035450
2026-01-29T18:30:11.169Z,Ethereum,ethereum,2800.2400,14564.3100,0.3615502380
2026-01-29T18:30:13.330Z,BNB Chain,binancecoin,861.8200,4482.4000,0.0500000000
2026-01-29T18:30:14.042Z,Polygon,polygon-ecosystem-token,0.1102,0.5733,364.0059947220
2026-01-29T18:45:10.859Z,Ethereum,ethereum,2797.7400,14531.7200,0.3650409870
2026-01-29T18:45:13.938Z,BNB Chain,binancecoin,862.7700,4481.3100,0.0500000000
2026-01-29T18:45:14.655Z,Polygon,polygon-ecosystem-token,0.1106,0.5744,707.5245434390
2026-01-29T19:00:11.025Z,Ethereum,ethereum,2762.5700,14344.5200,0.4417358950
2026-01-29T19:00:13.116Z,BNB Chain,binancecoin,857.1300,4450.6100,0.0500000000
2026-01-29T19:00:13.831Z,Polygon,polygon-ecosystem-token,0.1098,0.5699,415.8474496880
2026-01-29T19:15:11.159Z,Ethereum,ethereum,2766.0600,14350.8500,0.3265047010
2026-01-29T19:15:13.433Z,BNB Chain,binancecoin,853.4200,4427.7200,0.0500000000
2026-01-29T19:15:14.237Z,Polygon,polygon-ecosystem-token,0.1095,0.5682,569.9292037710
2026-01-29T19:30:10.742Z,Ethereum,ethereum,2772.4000,14387.0900,0.2527232820
2026-01-29T19:30:13.007Z,BNB Chain,binancecoin,853.7000,4430.1700,0.0500000000
2026-01-29T19:30:13.720Z,Polygon,polygon-ecosystem-token,0.1097,0.5693,683.1061180480
2026-01-29T19:45:10.329Z,Ethereum,ethereum,2795.1400,14507.9000,0.2411929460
2026-01-29T19:45:12.595Z,BNB Chain,binancecoin,859.9800,4463.6300,0.0500000000
2026-01-29T19:45:13.304Z,Polygon,polygon-ecosystem-token,0.1109,0.5757,293.0488156090
2026-01-29T20:00:10.479Z,Ethereum,ethereum,2794.9800,14516.3000,0.1865311360
2026-01-29T20:00:13.456Z,BNB Chain,binancecoin,859.0300,4461.5500,0.0500000000
2026-01-29T20:00:14.171Z,Polygon,polygon-ecosystem-token,0.1113,0.5777,775.1917738020
2026-01-29T20:15:11.045Z,Ethereum,ethereum,2786.9800,14476.1300,0.1384003440
2026-01-29T20:15:14.097Z,BNB Chain,binancecoin,858.8100,4460.8300,0.0500000000
2026-01-29T20:15:14.708Z,Polygon,polygon-ecosystem-token,0.1112,0.5774,567.4840856580
2026-01-29T20:30:15.528Z,Ethereum,ethereum,2792.3200,14490.7300,0.1037288130
2026-01-29T20:30:18.688Z,BNB Chain,binancecoin,860.3000,4464.5200,0.0500000000
2026-01-29T20:30:19.297Z,Polygon,polygon-ecosystem-token,0.1114,0.5781,414.5997573970
2026-01-29T20:45:10.592Z,Ethereum,ethereum,2794.3200,14502.2300,0.1236825590
2026-01-29T20:45:12.727Z,BNB Chain,binancecoin,862.0800,4474.1200,0.0500000000
2026-01-29T20:45:15.693Z,Polygon,polygon-ecosystem-token,0.1114,0.5783,993.8302693220
